word	sentence	translation	difficulty_rank
fête	Peux-tu venir à la fête ?	Can you come to the party?	486
fête	Pas mal de monde est venu à la fête.	Quite a few people came to the party.	486
fête	Ils vont faire une fête après-demain.	They are going to give a party the day after tomorrow.	486
jeu	Dis-moi comment jouer au jeu.	Tell me how to play the game.	487
jeu	Il y a beaucoup en jeu.	There's a lot on the line.	487
jeu	Je ne vais pas jouer à ce jeu.	I'm not going to play this game.	487
génial	Génial !	Terrific!	488
génial	Ce serait génial.	That would be cool.	488
génial	Je ne vois pas ce qui est si génial, à ce propos.	I don't see what's so great about that.	488
pays	De quel pays viens-tu ?	Which country are you from?	489
pays	Tout le monde aime son pays.	Everybody loves his country.	489
pays	Elle avait le mal du pays.	She ached for home.	489
garde	Que Dieu vous garde !	May God keep you!	490
garde	Garde la maison pendant que je suis parti.	Hold down the fort while I'm gone.	490
garde	Prends garde à cet homme-là.	Watch out for that man.	490
cours	Je cours.	I run.	491
cours	Je cours tous les jours.	I run every day.	491
cours	Cours aussi vite que possible.	Run as fast as you can.	491
bientôt	Bonne journée. À bientôt.	Good day. See you soon.	492
bientôt	Il sera bientôt là.	He'll be here soon.	492
bientôt	Bientôt prêt.	It will be ready soon.	492
numéro	Voici mon numéro de compte.	Here's my account number.	493
numéro	Voici mon numéro de téléphone.	Here's my telephone number.	493
numéro	Donne-moi ton numéro de téléphone.	Give me your phone number.	493
personnes	Combien de personnes ?	How many people?	494
personnes	Combien de personnes compte ta famille ?	How many people are there in your family?	494
personnes	Ces personnes ne sont-elles pas tes parents ?	Aren't those your parents?	494
cinq	Je ne connais aucune de ces cinq femmes.	I don't know any of the five ladies.	495
cinq	Il est mort depuis cinq ans.	He has been dead for five years.	495
cinq	Elle a cinq ans de moins que moi.	She is five years junior to me.	495
parfait	Parfait !	Perfect!	496
parfait	Il est parfait en tout.	He's perfect at everything.	496
parfait	Tout sera parfait.	Everything will be perfect.	496
laissé	Elle a laissé son fils seul dans la voiture.	She left her son alone in the car.	498
laissé	Il a été laissé pour mort.	He was given up for dead.	498
laissé	Il a laissé tomber.	He quit.	498
ainsi	Il doit être fou pour parler ainsi.	He must be a fool to talk like that.	499
ainsi	Ça a toujours été ainsi.	It's always been that way.	499
ainsi	Tu aurais dû ainsi faire.	You should have done so.	499
retour	Il sera de retour dans une heure.	He will be back in an hour.	500
retour	Il sera de retour dans un jour ou deux.	He will be back in a day or two.	500
retour	Il sera de retour dans quelques jours.	He will be back in a few days.	500
semble	Fais comme bon te semble.	Do as you want.	501
semble	Il semble ne rien savoir de ce problème.	He seems to know nothing about the matter.	501
semble	Il semble fort.	He looks strong.	501
ait	Il semble que ça ait cours dans la famille.	It seems to run in the family.	501
ca	Ca semble trop beau pour être vrai.	It seems too good to be true.	501
autant	Prends-en autant que tu veux.	Take as much as you like.	502
autant	Pouvez-vous en faire autant ?	Can you do as much?	502
autant	Je ne pensais pas que ce serait autant.	I didn't think it would be that much.	502
peine	Il avait à peine de quoi manger.	He had barely enough to eat.	503
peine	Alors tu ne comprends donc pas cette peine ?	So you don't understand this sentence?	503
peine	Merci pour ta peine.	Thank you for your trouble.	503
minute	Puis-je te parler une minute ?	May I speak to you a minute?	504
minute	Juste une minute.	Just a minute.	504
minute	Envie de partir à la dernière minute ?	Want to leave at the last minute?	504
essayé	Elle a essayé.	She tried.	505
essayé	Tu as essayé.	You tried.	505
essayé	Vous avez essayé.	You tried.	505
plan	Es-tu pour ou contre notre plan ?	Are you for or against the plan?	506
plan	Ne parle à personne de notre plan.	Don't mention our plan to anybody.	506
plan	Un plan nous aide à savoir où nous sommes.	A map helps us to know where we are.	506
instant	Il va venir dans un instant.	He will come in a moment.	507
instant	Attends un instant.	Wait a moment.	507
instant	Un instant...	Just a moment ...	507
serai	Je serai bientôt de retour.	I will be back soon.	508
serai	Je serai de retour à la maison avant 6 heures.	I'll come home by six o'clock.	508
serai	Je serai là tout le mois.	I will stay here all this month.	508
prison	Son mari est en prison pour trois ans.	Her husband has been in prison for three years.	509
prison	Il a passé trois ans en prison.	He spent three years in jail.	509
prison	Il se trouve en prison.	He's in prison.	509
penser	On doit penser aux amis.	We must think about friends.	510
penser	À chaque homme sa façon de penser.	So many men, so many minds.	510
penser	Je ne vous vois jamais sans penser à mon père.	I never see you without thinking of my father.	510
essayer	Je vais essayer.	I will try.	511
essayer	Il est trop vieux pour essayer ça.	He is too old to try it.	511
essayer	Laisse-moi essayer.	Let me try it.	511
prend	Combien de temps ça prend ?	How long does it take?	512
prend	Combien de temps est-ce que ça prend ?	How long does it take?	512
prend	Combien de temps cela prend-il ?	How long does it take?	512
arme	Donne-moi ton arme !	Give me your gun.	513
arme	Laisse tomber ton arme !	Drop your gun!	513
arme	Je sais que vous avez une arme.	I know you've got a gun.	513
mauvais	Ne sois pas un mauvais garçon.	Don't be a bad boy.	514
mauvais	Tu es un mauvais garçon.	You are a bad boy.	514
mauvais	Fais attention à ne pas te mettre dans un mauvais pas.	Beware that you don't get into trouble.	514
mot	Je ne comprends pas ce mot.	I don't understand this word.	515
mot	Il ne nous a pas dit un mot.	He did not say a word to us.	515
mot	Je me souviens du mot.	I remember the word.	515
travailler	Mon père est trop vieux pour travailler.	My father is too old to work.	516
travailler	Désolé, mais je dois travailler ce soir.	Sorry, but I have to work tonight.	516
travailler	Il aurait dû travailler plus.	He should have worked harder.	516
quatre	Deux fois deux font quatre.	Twice two is four.	517
quatre	Il est venu vers quatre heures.	He came at about four o'clock.	517
quatre	Il sera ici vers quatre heures.	He'll be here around four o'clock.	517
rentrer	Je dois rentrer chez moi.	I have to go home.	518
rentrer	Non. Je suis désolé, je dois rentrer de bonne heure.	No. I'm sorry, I've got to go back early.	518
rentrer	Puis-je rentrer à la maison maintenant ?	Can I go home now?	518
regarder	Non merci. Je ne fais que regarder.	No, thank you. I'm just looking.	519
regarder	Non merci, je ne fais que regarder.	No, thank you. I'm just looking around.	519
regarder	Je ne fais que regarder.	I'm just looking around.	519
choix	Elle avait le choix entre partir ou rester.	She had a choice of going or remaining.	520
choix	Fais ton choix.	Make your choice.	520
choix	Faites votre choix.	Make your choice.	520
parfois	Parfois, tout va mal.	Sometimes everything goes wrong.	521
parfois	Parfois je ne peux pas lui faire confiance.	At times, I can't trust him.	521
parfois	Mon grand-père se parle parfois à lui-même quand il est seul.	My grandfather sometimes talks to himself when he's alone.	521
film	Je veux voir le film.	I want to see the movie.	522
film	Je veux voir le film à nouveau.	I want to see the movie again.	522
film	As-tu déjà vu ce film ?	Did you ever see that movie?	522
voyez	Vous voyez ce que je veux dire ?	Do you know what I mean?	524
voyez	Voyez-vous ce que je veux dire ?	Do you know what I mean?	524
voyez	Vous le voyez tous les combien ?	How often do you see him?	524
faute	Je suis vraiment désolé, tout est de ma faute. Je ne vous avais pas vu.	I'm really sorry, it's all my fault - I didn't notice you.	525
faute	Qui est en faute ?	Who is in fault?	525
faute	À qui est-ce la faute ?	Whose fault is it?	525
facile	Je suis facile à vivre.	I'm easygoing.	526
facile	Cette histoire pour enfants est assez facile pour un enfant de 7 ans.	This children's story is easy enough for a seven-year-old child to read.	526
facile	Tu veux encore un truc facile ?	Would you like another piece of cake?	526
croyais	Pendant longtemps, je croyais la même chose que toi.	For a long time, I used to believe the same thing you do.	527
croyais	Pendant longtemps, je croyais la même chose que vous.	For a long time, I used to believe the same thing you do.	527
croyais	Je croyais que tu voulais me voir.	I thought that you wanted to see me.	527
bas	Peux-tu voir quelque chose là-bas ?	Can you see anything over there?	528
bas	Je compte aller là-bas.	I intend to go there.	528
bas	Quel temps fait-il là-bas ?	How's the weather there?	528
changer	Pouvez-vous me changer de chambre ?	Please change my room?	529
changer	Il faut changer ça.	This must be changed.	529
changer	Pouvez-vous le changer contre un autre ?	Could you change it for a different one?	529
entendre	Pouvez-vous parler plus fort ? Je ne peux pas vous entendre.	Could you speak up? I can't hear you.	530
entendre	Je peux à peine vous entendre.	I can hardly hear you.	530
entendre	Il est déjà trop loin pour nous entendre.	He's already too far away to hear us.	530
plaisir	Faites-moi le plaisir de venir.	Do me the favor of coming.	531
plaisir	Au plaisir de vous revoir.	See you around.	531
plaisir	Il trouve du plaisir à regarder les gens.	He finds pleasure in watching people.	531
heureux	Je me sens heureux.	I feel happy.	532
heureux	Je suis heureux.	I am happy.	532
heureux	Je suis moins heureux maintenant.	I'm not as happy now.	532
entrer	Non, je ne peux pas vous laisser entrer, il y a une personne de trop.	No, I cannot let you in, there's one person too many.	533
entrer	Puis-je entrer ?	Can I come in?	533
entrer	Tu ne dois pas entrer.	You must not come in.	533
voudrais	Je voudrais être aussi jeune que toi.	I wish I were as young as you.	534
voudrais	Je voudrais y aller avec toi.	I would like to go with you.	534
voudrais	Je ne voudrais pas aller là-bas tout seul.	I would rather not go there alone.	534
propre	Je veux ma propre chambre.	I want to have my own room.	535
propre	As-tu ta propre chambre ?	Do you have a room of your own?	535
propre	Tout le monde dans cette famille a sa propre voiture.	Everybody in that family has a car of their own.	535
étiez	Une des personnes avec qui vous étiez est un ami à moi.	One of the fellows you were with is a friend of mine.	536
étiez	Où étiez-vous ?	Where were you?	536
étiez	Où étiez-vous hier ?	Where were you yesterday?	536
tour	À qui le tour ?	Whose turn is it next?	537
tour	Enfin mon tour est venu.	At last, my turn came.	537
tour	Je vois la tour de chez moi.	I see the tower from my house.	537
fera	Mon fils fera le travail.	My son shall do the work.	538
fera	Il fera un bon capitaine.	He will make a good team captain.	538
fera	Qui le fera ?	Who will do it?	538
ensuite	Je ne sais pas quoi faire ensuite.	I don't know what to do from now on.	539
ensuite	Je ne sais pas du tout ce que je pourrais faire ensuite.	I have no idea what to do next.	539
ensuite	Je ne sais pas ce que je dois faire ensuite.	I don't know what to do next.	539
garder	Tu ne devrais pas les garder à attendre aussi longtemps.	You shouldn't keep them waiting so long.	540
garder	Tu dois garder ta chambre propre.	You must keep your room clean.	540
garder	Qui le trouve peut le garder.	Finders keepers.	540
agent	Son père était agent de police.	His father was a policeman.	541
agent	Êtes-vous un agent de police ?	Are you a policeman?	541
agent	Appelle un agent !	Call a policeman.	541
allait	Il allait parler.	He was about to speak.	542
allait	Elle allait partir de la maison.	She was about to leave the house.	542
allait	Elle allait sortir.	She was about to go out.	542
lit	Je dois aller au lit.	I have to go to bed.	543
lit	À chaque fois que je vais le voir, il est dans son lit.	Every time I go to see him, he is in bed.	543
lit	Je dois rester au lit toute la journée.	I have to stay in bed all day.	543
travaille	Il ne travaille pas beaucoup en ce moment.	He's not working much at the moment.	544
travaille	Papa est un homme qui travaille dur.	Dad is a hard worker.	544
travaille	Je travaille avec lui.	I work with him.	544
adore	Il adore son grand-père.	He adores his grandfather.	545
adore	Il adore son petit-fils.	He dotes on his grandson.	545
adore	Je vous adore tous les deux.	I love you both.	545
amie	Je parle de mon amie.	I speak of my friend.	546
amie	Elle est son amie.	She is her friend.	546
amie	Quel est le nom de ton amie ?	What's your friend's name?	546
rendre	Elle a toujours fait de son mieux pour leur rendre la vie plus facile.	She has always done her best to make their life easier.	547
rendre	Je vais te rendre heureux.	I'll make you happy.	547
rendre	Peux-tu me dire comment se rendre chez toi ?	Will you tell me how to get to your house?	547
route	Ils ont pris la route la nuit dernière.	They set out last night.	549
route	Tu peux prendre la route que tu veux.	You can take whichever road you like.	549
route	Nous sommes en route.	We're on our way.	549
lieu	Il est venu en voiture au lieu de venir en train.	He came by car instead of by train.	550
lieu	Vous êtes en lieu sûr.	You are in a safe place.	550
lieu	Ce cours a lieu une fois par semaine.	That class takes place once per week.	550
ait	Je ne suis pas sûr que quoi que ce soit ait eu lieu.	I'm not sure anything happened.	550
année	Bonne année !	Happy New Year!	551
année	Tout le monde a eu une bonne année.	Everybody had a good year.	551
année	Cela a été une bonne année.	That was a good year.	551
voit	On se voit demain ?	We're meeting up tomorrow?	552
voit	On se voit une fois par mois.	We see each other once a month.	552
voit	On se voit vers 7 heures.	See you about 7.	552
commence	Je commence à peine.	I'm just beginning.	553
commence	Ça commence.	It's starting now.	553
commence	Je commence demain.	I start tomorrow.	553
service	Maintenant je suis en service.	I am on duty now.	554
service	Il est en service.	He is on duty.	554
service	Je peux vous demander un service ?	May I ask you to do me a favor?	554
devoir	Le devoir avant tout.	Duty should come before anything else.	555
devoir	Mon devoir est à faire.	My homework remains to be done.	555
devoir	Nous allons devoir travailler ensemble.	We're going to have to work together.	555
attend	Il attend ici depuis un moment.	He has been waiting here some time.	556
attend	Elle attend un enfant.	She is expecting a child.	556
attend	Elle attend famille.	She's pregnant.	556
drôle	Je me sens drôle.	I feel dizzy.	557
drôle	Tu sens drôle.	You have a weird smell.	557
drôle	Vous êtes un drôle de type.	You're a funny man.	557
difficile	Cela était difficile à croire.	That was hard to believe.	558
difficile	Je veux lui faire faire ce travail difficile.	I want her to do the difficult work.	558
difficile	Ce travail est difficile pour nous.	This work is difficult for us.	558
sûre	Es-tu sûre ?	Are you sure?	559
sûre	Êtes-vous sûre ?	Are you sure?	559
sûre	Comment peux-tu en être tellement sûre ?	How can you be so sure?	559
pire	Je ne sais pas ce qui est pire.	I don't know what is worse.	560
pire	Rien ne peut être pire que ça.	Nothing can be worse than that.	560
pire	Le pire sera le mieux.	The worse the better.	560
peuvent	Peu de filles peuvent même lui parler.	Few girls can even speak to him.	561
peuvent	Mais comment peuvent-ils le faire ?	But how can they do this?	561
peuvent	Tous les hommes ne peuvent pas être heureux.	Every man cannot be happy.	561
sujet	Je connais bien ce sujet.	I am familiar with this subject.	562
sujet	Pas un mot au sujet de ce plan.	Keep mum about this plan.	562
sujet	À quel sujet voulais-tu me parler ?	What did you want to talk to me about?	562
état	Tu es vraiment en mauvais état.	You're really in bad shape.	563
état	Vous êtes vraiment en mauvais état.	You're really in bad shape.	563
état	Tout est en bon état.	Everything is in good order.	563
ceci	Êtes-vous pour ou contre ceci ?	Are you for or against this?	564
ceci	Puis-je manger ceci ?	Can I eat this?	564
ceci	Puis-je essayer ceci ?	May I try it on?	564
impossible	Impossible !	No way!	565
impossible	Impossible de savoir ce qui va se passer demain.	There is no telling what will happen tomorrow.	565
impossible	Il est impossible de vivre sans eau.	It is impossible to live without water.	565
sorte	Quel sorte de jeu est-ce ?	What sort of play is it?	566
sorte	À quelle sorte de choses prends-tu plaisir ?	What kind of things do you enjoy doing?	566
sorte	Je ne suis pas cette sorte de fille.	I'm not that kind of girl.	566
perdre	Nous avons peu de temps à perdre.	We have little time to waste.	567
perdre	Tu ne peux pas perdre.	You cannot lose.	567
perdre	On dirait que tu viens de perdre ton meilleur ami.	You look like you've just lost your best friend.	567
dollars	Il avait 50 dollars.	He had fifty dollars.	568
dollars	Voilà cinq dollars.	Here's $5.	568
dollars	Il marche pour 5000 dollars.	He is good for five thousand dollars.	568
voulu	Je pensais que tu avais toujours voulu voir ce film.	I thought you'd always wanted to see this movie.	569
voulu	Elle a voulu les aider.	She wanted to help them.	569
morte	Elle est morte en 1960.	She died in 1960.	570
morte	Elle est morte.	She is dead.	570
morte	Est-elle morte ?	Is she dead?	570
ira	Il ira bien très bientôt.	He will get well very soon.	571
ira	Elle ira bientôt mieux.	She will get well soon.	571
ira	Ça ira.	You'll be OK.	571
faisait	Il faisait une drôle de tête.	He had a queer expression on his face.	572
faisait	Quel temps faisait-il hier ?	How was the weather yesterday?	572
faisait	Il faisait nuit.	It was night.	572
bizarre	Parfois il peut être un gars bizarre.	Sometimes he can be a strange guy.	573
bizarre	Je veux te dire quelque chose de bizarre.	I want to tell you a strange thing.	573
bizarre	Il y a quelque chose de bizarre qui se passe ici.	There's something funny going on here.	573
oublié	Il a oublié de venir me voir hier.	He forgot to come to see me yesterday.	574
oublié	Je pense avoir oublié quelque chose.	I think I've forgotten something.	574
oublié	As-tu oublié quelque chose ?	Did you forget something?	574
arrêtez	Arrêtez de parler, voulez-vous ?	Quit talking, will you?	575
arrêtez	Arrêtez de jouer.	Quit gambling.	575
arrêtez	Arrêtez !	Cut it out!	575
ferai	Si je ne le fais pas maintenant, je ne le ferai jamais.	If I don't do it now, I never will.	576
ferai	Je ferai tout ce que je peux pour vous aider.	I'll do whatever I can to help you.	576
ferai	Je le ferai venir.	I will have him come.	576
serais	Je croyais que tu serais heureux de me voir.	I thought you'd be happy to see me.	577
serais	Tu serais mieux sans moi.	You'd be better off without me.	577
serais	Serais-tu prêt à aider ?	Would you be willing to help?	577
tôt	Le plus tôt sera le mieux.	The sooner, the better.	578
tôt	Je suis arrivé là-bas trop tôt.	I arrived there too early.	578
tôt	Elle ne peut pas être ici aussi tôt.	She cannot be here so early.	578
inquiète	Mère était inquiète à propos des enfants.	Mother was anxious about the children.	579
inquiète	Je me demande pourquoi elle est si inquiète.	I wonder why she is so worried.	579
inquiète	Elle est inquiète pour sa sécurité.	She is anxious about her safety.	579
payer	Avec tout ton argent, tu devrais pouvoir te payer à peu près tout ce que tu veux.	With all your money, you should be able to buy just about anything you want.	580
payer	Qui va payer ?	Who will pay?	580
payer	Laisse-moi payer.	Let me pay.	580
dès	Je commence dès ce soir.	I am starting this evening.	582
dès	Fais-le dès que possible.	Do it as soon as possible.	582
dès	Je viens dès que je peux.	I come as soon as I can.	582
pouvais	Si je pouvais être comme ça...	If I could be like that...	583
pouvais	Je ne pouvais pas en croire mes yeux.	I couldn't believe my eyes.	583
pouvais	Si seulement je pouvais te donner quelque chose.	I wish that I could give you something.	583
reviens	Je reviens bientôt.	I'll come back soon.	584
reviens	Je reviens dans deux heures.	I'll be back in two hours.	584
reviens	Je reviens.	I'll come back.	584
chien	Je vois le chien presque tous les jours.	I see the dog almost every day.	585
chien	Attention au chien !	Beware of the dog!	585
chien	Le chien est mort.	The dog is dead.	585
suffit	Pour le moment, cela suffit.	That's enough for now.	586
suffit	Ça suffit !	That's enough.	586
suffit	Il ne suffit pas de faire le bien, il faut encore le bien faire.	It is not enough to do good; one must also do it well.	586
prenez	Prenez-en tant que vous en voulez !	Take as much as you like.	587
prenez	Prenez-en autant que vous voulez.	Take as much as you like.	587
prenez	Je vous en prie, prenez votre temps.	Please stay as long as you wish.	587
pensez	Que pensez-vous de la guerre ?	What do you think of war?	588
pensez	Pensez-y.	Think about it.	588
pensez	Pourquoi pensez-vous ça ?	Why do you think so?	588
café	Comment prenez-vous votre café ?	How do you take your coffee?	589
café	Je vais faire un peu de café.	I will make some coffee.	589
café	Mon père aime le café fort.	My father likes strong coffee.	589
calme	Tout est calme.	All is quiet.	590
calme	Calme-toi !	Cool off!	590
calme	Cette chambre est calme.	This room is quiet.	590
cherche	Qui cherche, trouve.	Who searches, finds.	591
cherche	Je cherche du travail.	I'm looking for a job.	591
cherche	Il cherche un bon travail.	He is seeking a good job.	591
montrer	Regarde bien. Je vais te montrer comment on fait.	Look carefully. I'm going to show you how it's done.	592
montrer	Je vais te montrer.	Oh, let me show you.	592
montrer	Je vais te montrer la ville.	I'll show you around the city.	592
parles	De quoi parles-tu ?	What are you talking about?	593
parles	Tu parles tellement vite que je ne comprends pas un mot de ce que tu dis.	You talk so fast I can't understand a word you say.	593
parles	Est-ce que tu parles de moi ?	Are you referring to me?	593
photo	Je ne vois jamais cette photo sans penser à mon père.	I never see this picture without thinking of my father.	594
photo	Regarde bien cette photo.	Have a good look at this picture.	594
photo	Chaque fois que je vois cette photo, je me souviens de mon père.	Each time I see this picture, I remember my father.	594
ferme	Ferme tes yeux trois minutes.	Close your eyes for three minutes.	595
ferme	Hé toi, ferme-la !	Hey you, shut up!	595
ferme	Toute la famille travaille à la ferme.	All of his family work on a farm.	595
problèmes	Il a des problèmes.	He is in trouble.	596
problèmes	Celui qui cause des problèmes aura des problèmes.	Whoever causes trouble will be the victim of the trouble.	596
problèmes	Je sais que tu as des problèmes avec ta maman.	I know that you have issues with your mom.	596
cœur	Loin des yeux, loin du cœur.	Out of sight, out of mind.	597
cœur	Il a bon cœur.	He has a kind heart.	597
cœur	Suis juste ton cœur.	Just follow your heart.	597
sûrement	Sûrement.	Probably.	598
sûrement	Vous avez sûrement raison.	Surely you're right.	598
sûrement	Sûrement, vous avez raison.	Certainly, you're right.	598
verre	Vous voulez prendre un verre ?	Would you like a drink?	599
verre	Tu veux prendre un verre ?	Would you like a drink?	599
verre	Ce verre est pour la maison.	This drink is on the house.	599
aimes	Fais ce que tu aimes.	Do what you like.	600
aimes	Prends ce que tu aimes.	Take whichever you like.	600
aimes	Tu aimes ?	Do you like it?	600
devons	Vous ou moi devons y aller à sa place.	Either you or I must go in his place.	601
devons	Nous devons garder notre calme.	We must keep calm.	601
devons	Nous devons arriver à un accord.	We need to come to an agreement.	601
veulent	Ils veulent bien nous aider.	They are willing to help us out.	602
veulent	Elles veulent me tuer.	They want to kill me.	602
veulent	Ils veulent me tuer.	They want to kill me.	602
doute	Je doute de ton bon sens.	I doubt your good sense.	603
doute	Cela ne laisse aucune place pour le doute.	That leaves no room for doubt.	603
doute	Je doute de son histoire.	I doubt his story.	603
musique	« Elle aime la musique. » « Moi aussi. »	"""She likes music."" ""So do I."""	604
musique	Mon grand frère aime la musique.	My brother has a taste for music.	604
musique	Est-ce que tu aimes la musique ?	Do you love music?	604
courant	Toute la ville est au courant.	The whole town knows about it.	605
courant	Ils ne sont peut-être pas au courant de cela.	They may not know about it.	605
courant	Qui est le garçon qui vient en courant vers nous ?	Who is that boy running toward us?	605
sauf	Il est tout sauf mort.	He is all but dead.	606
sauf	Tout le monde ira sauf toi.	All will go except you.	606
sauf	Tous étaient là, sauf un.	All but one was present.	606
moyen	Il doit y avoir un moyen.	There's got to be a way.	607
moyen	Je ne vois aucun moyen de faire ça.	I don't see any way of doing that.	607
moyen	Il doit y avoir un autre moyen.	There must be another way.	607
nouvelles	As-tu entendu les nouvelles ?	Did you hear the news?	608
nouvelles	Il a pris des nouvelles de ma mère.	He asked after my mother.	608
nouvelles	As-tu eu de ses nouvelles ?	Have you heard from him?	608
avis	Je suis de ton avis.	I am for your opinion.	610
avis	Je ne suis pas du même avis que toi.	My opinion is different from yours.	610
avis	À mon avis, il a raison.	In my opinion, he is correct.	610
sauver	Il a fait de son mieux pour la sauver.	He did his best to rescue her.	611
sauver	Même la mort ne peut te sauver de moi.	Not even death can save you from me.	611
sauver	Je suis ici pour te sauver.	I'm here to save you.	611
hôpital	Il veut travailler dans un hôpital.	He wants to work in a hospital.	612
hôpital	Je travaille dans un hôpital.	I work for a hospital.	612
hôpital	Elle travaille pour un hôpital.	She works for a hospital.	612
questions	Avez-vous des questions ?	Do you have any questions?	613
questions	As-tu des questions ?	Do you have any questions?	613
questions	Est-ce que vous avez des questions ?	Do you have a question?	613
meurtre	Le meurtre a eu lieu entre trois et cinq heures.	The murder happened between 3 a.m. and 5 a.m.	614
meurtre	Tous les mois, il y avait deux affaires de meurtre.	Every month, there were two cases of murder.	614
meurtre	Il y avait deux affaires de meurtre par mois.	There were two cases of murder per month.	614
sérieux	Sois sérieux.	Get serious.	615
sérieux	Je suis sérieux !	I mean it!	615
sérieux	Tu ne peux pas être sérieux.	You cannot be serious.	615
seconde	Donne-moi une seconde chance.	Give me a second chance.	616
seconde	Pas une seconde fois.	I will not do it again.	616
seconde	Je serai avec toi dans une seconde.	I'll be with you in a second.	616
trucs	Quelle sorte de trucs te faut-il ?	What kind of stuff do you need?	617
trucs	Je veux mes trucs.	I want my stuff.	617
trucs	Que sont tous ces trucs ?	What's all this stuff?	617
comprendre	Je commence à comprendre.	I am beginning to understand.	618
comprendre	Je peine toujours à me faire comprendre.	I always have difficulty in making myself understood.	618
comprendre	Je ne pouvais pas me faire comprendre.	I couldn't make myself understood.	618
voulu	Elle a voulu comprendre.	She wanted to understand.	618
allais	Où allais-tu ?	Where were you going?	619
allais	Je savais que tu allais demander ça.	I knew you were going to ask that.	619
allais	Je pensais que tu allais vivre avec nous.	I thought that you were going to live with us.	619
esprit	Es-tu un esprit ?	Are you a ghost?	620
esprit	Vous êtes toujours dans mon esprit.	You are always on my mind.	620
esprit	Esprit, es-tu là ?	Spirit, are you there?	620
cool	Reste cool.	Take it easy.	621
cool	Il est cool, pas vrai ?	He is cool, isn't he?	621
cool	Ce serait cool.	That would be cool.	621
marché	Nous avons beaucoup marché.	We walked a lot.	623
marché	Demain, allons au marché du matin.	Tomorrow let's go to the morning bazaar.	623
marché	Il a marché devant moi.	He walked ahead of me.	623
fous	Est-ce que tu te fous de moi ? !	Are you freaking kidding me?!	624
fous	Je pense que nous sommes tous un peu fous.	I think we're all a bit crazy.	624
fous	Tu te fous de moi.	You're putting me on.	624
haut	Plus vite, plus haut, plus fort !	Faster, higher, stronger!	625
haut	Haut les mains !	Hands up!	625
haut	Comment va tout là-haut ?	How are things for you up there?	625
salle	Il était seul dans la salle.	He was alone in the room.	626
salle	Il y a un grand homme dans la salle de cours.	There is a tall man in the classroom.	626
salle	Il travaille comme garçon de salle.	He works as a busboy.	626
malade	Je me sens malade.	I'm feeling sick.	627
malade	Pardon ! Je me sens malade.	Miss! I feel sick.	627
malade	Depuis quand est-elle malade ?	How long has she been sick?	627
changé	Il a beaucoup changé depuis la dernière fois.	He changed a lot since the last time.	628
changé	Tu as beaucoup changé.	You changed a lot.	628
changé	Je me suis déjà changé.	I have already changed my clothes.	628
gentil	Comme vous êtes gentil !	How kind you are!	629
gentil	Mon père est très gentil.	My father is very nice.	629
gentil	Sois gentil avec les autres !	Be kind to others!	629
allé	Sais-tu où ton père est allé ?	Do you know where your father went?	630
allé	Combien de fois y es-tu déjà allé ?	How often have you been there?	630
allé	Est-il allé là-bas ?	Did he go there?	630
six	Je travaille depuis six heures ce matin.	I have been working since six this morning.	631
six	Il doit venir ici à six heures.	He is to come here at six o'clock.	631
six	Je reviens à six heures.	I'll be back by six o'clock.	631
simple	Aller-retour ? Aller simple seulement.	Round trip? Only one-way.	632
simple	Aller-retour ou aller simple ?	Round trip or one-way?	632
simple	Ce problème est trop simple.	This problem is too simple.	632
john	Je ne peux pas faire confiance à John avec ma voiture.	I can't trust John with my car.	633
john	Viens ici, John.	Come here, John.	633
john	John a deux fils.	John has two sons.	633
semaines	Je reste pour quelques autres semaines.	I am staying for another few weeks.	634
semaines	Je serai de retour dans deux semaines.	I will be back in two weeks' time.	634
semaines	Dans à peu près deux semaines.	In about two weeks.	634
celle	Ne faites plus jamais de choses comme celle-là.	Don't do anything like that again.	635
celle	Arrête-moi si tu as déjà entendu celle-là.	Stop me if you've heard this one.	635
celle	Je suis désolée de ne pouvoir être celle que tu voudrais que je sois.	I'm sorry that I can't be who you want me to be.	635
appris	Avez-vous appris le numéro par cœur ?	Have you learned the number by heart?	636
appris	Nous avons appris la nouvelle de sa mort.	We received word of her death.	636
appris	Comment avez-vous appris la nouvelle ?	How did you hear the news?	636
seigneur	Seigneur !	Good heavens!	637
seigneur	Que le Seigneur soit avec vous.	May the Lord be with you.	637
seigneur	Seigneur !	Good God!	637
dîner	Le dîner est prêt.	Dinner is ready.	638
dîner	Le dîner sera bientôt prêt.	Dinner will be ready soon.	638
dîner	Le dîner peut attendre.	Let dinner wait.	638
sors	Sors.	Get out.	639
sors	Ne sors pas sans dire au revoir.	Don't go off without saying good-by.	639
sors	Je sors un moment.	I'm going out for a while.	639
commencé	Le film a commencé à 2 heures.	The film started at 2 o'clock.	640
commencé	Elle a commencé à parler au chien.	She began to talk to the dog.	640
commencé	Ils ont commencé en même temps.	They started at the same time.	640
suppose	Je suppose que tu as raison.	I guess you are right.	641
suppose	Je suppose que vous avez raison.	I guess you are right.	641
suppose	Je suppose que nous devons arriver tôt.	I take it that we are to come early.	641
chemin	Il a peut-être perdu son chemin.	He may have lost his way.	642
chemin	Tu es sur mon chemin.	You are in my way.	642
chemin	Ne laisse personne se mettre dans mon chemin.	Let no one interfere with me.	642
partout	Mon chien va partout avec moi.	My dog goes everywhere with me.	643
