word,definition,definition_ru,definition_ar,definition_es,definition_pt,reading,pos,level,level_source,frequency_rank,alternatives,root,form,gender,aspect,aspect_partner,acc,gen,prep,dat,inst
풀다,"to untie, to unfasten, to loosen; to solve",,,,,pulda,verb,A2,,,,,,,,,,,,,
꿈꾸다,to dream,,,,,kkumkkuda,verb,B1,,,,,,,,,,,,,
태어나다,to be born,,,,,taeeonada,verb,A2,,,,,,,,,,,,,
다니다,to go somewhere frequently (to attend),,,,,danida,verb,A2,,,,,,,,,,,,,
믿다,to believe,,,,,mitda,verb,A2,,,,,,,,,,,,,
가깝다,"to be close to, to be near",,,,,gakkapda,adj,A2,,,,,,,,,,,,,
힘들다,to be difficult (to do something),,,,,himdeulda,adj,A2,,,,,,,,,,,,,
순수하다,to be pure,,,,,sunsuhada,adj,B1,,,,,,,,,,,,,
차이,difference,,,,,chai,noun,B1,,,,,,,,,,,,,
그만두다,to quit (a job or school),,,,,geumanduda,verb,B1,,,,,,,,,,,,,
과일,fruit,,,,,gwail,noun,A1,,,,,,,,,,,,,
술,"alcohol, liquor",,,,,sul,noun,A1,,,,,,,,,,,,,
우산,umbrella,,,,,usan,noun,A1,,,,,,,,,,,,,
잎,leaf,,,,,ip,noun,A2,,,,,,,,,,,,,
교회,church,,,,,gyohoe,noun,A2,,,,,,,,,,,,,
강,river,,,,,gang,noun,A1,,,,,,,,,,,,,
계절,season,,,,,gyejeol,noun,A2,,,,,,,,,,,,,
날씨,weather,,,,,nalssi,noun,A1,,,,,,,,,,,,,
부엌,kitchen,,,,,bueok,noun,A1,,,,,,,,,,,,,
담임선생님,homeroom teacher,,,,,damimseonsaengnim,noun,B1,,,,,,,,,,,,,
방학,school vacation,,,,,banghak,noun,A2,,,,,,,,,,,,,
배,pear,,,,,bae,noun,A1,,,,,,,,,,,,,
당근,carrot,,,,,danggeun,noun,A1,,,,,,,,,,,,,
무,radish,,,,,mu,noun,A2,,,,,,,,,,,,,
감자,potato,,,,,gamja,noun,A1,,,,,,,,,,,,,
칼,knife,,,,,kal,noun,A1,,,,,,,,,,,,,
단어,"word, vocabulary item",,,,,daneo,noun,A1,,,,,,,,,,,,,
문법,grammar,,,,,munbeop,noun,A2,,,,,,,,,,,,,
발,foot,,,,,bal,noun,A1,,,,,,,,,,,,,
바다,sea,,,,,bada,noun,A1,,,,,,,,,,,,,
신문,newspaper,,,,,sinmun,noun,A1,,,,,,,,,,,,,
고객,"customer, client",,,,,gogaek,noun,B1,,,,,,,,,,,,,
부자,a rich person,,,,,buja,noun,A2,,,,,,,,,,,,,
시험,"exam, test",,,,,siheom,noun,A1,,,,,,,,,,,,,
교육,education,,,,,gyoyuk,noun,A2,,,,,,,,,,,,,
기분,"feelings, mood",,,,,gibun,noun,A2,,,,,,,,,,,,,
산,mountain,,,,,san,noun,A1,,,,,,,,,,,,,
순서,"turn (turn to go), order",,,,,sunseo,noun,A2,,,,,,,,,,,,,
딸,daughter,,,,,ttal,noun,A1,,,,,,,,,,,,,
머무르다,to stay,,,,,meomureuda,verb,B1,,,,,,,,,,,,,
쉬다,"to relax, to rest",,,,,swida,verb,A1,,,,,,,,,,,,,
보내다,to send,,,,,bonaeda,verb,A1,,,,,,,,,,,,,
걸어오다,to come by walking,,,,,georeooda,verb,A2,,,,,,,,,,,,,
걸어가다,to go by walking,,,,,georeogada,verb,A2,,,,,,,,,,,,,
초대하다,to invite,,,,,chodaehada,verb,A2,,,,,,,,,,,,,
울다,to cry,,,,,ulda,verb,A1,,,,,,,,,,,,,
환영하다,to welcome,,,,,hwanyeonghada,verb,A2,,,,,,,,,,,,,
반갑다,to be happy/glad when meeting someone,,,,,bangapda,adj,A1,,,,,,,,,,,,,
따뜻하다,to be warm,,,,,ttatteuthada,adj,A1,,,,,,,,,,,,,
높다,"to be high, tall",,,,,nopda,adj,A1,,,,,,,,,,,,,
가난하다,to be poor,,,,,gananhada,adj,A2,,,,,,,,,,,,,
낮다,to be low,,,,,natda,adj,A1,,,,,,,,,,,,,
권,counter for books/magazines,,,,,gwon,noun,A2,,,,,,,,,,,,,
만족하다,to be satisfied,,,,,manjokhada,verb,B1,,,,,,,,,,,,,
사랑하다,to love,,,,,saranghada,verb,A1,,,,,,,,,,,,,
원하다,to want (an object),,,,,wonhada,verb,A2,,,,,,,,,,,,,
싶다,"to want (auxiliary, used as ~고 싶다)",,,,,sipda,adj,A2,,,,,,,,,,,,,
자르다,to cut,,,,,jareuda,verb,A2,,,,,,,,,,,,,
앉다,to sit,,,,,anda,verb,A1,,,,,,,,,,,,,
서다,to stand,,,,,seoda,verb,A1,,,,,,,,,,,,,
눕다,to lie down,,,,,nupda,verb,A2,,,,,,,,,,,,,
원숭이,monkey,,,,,wonsung-i,noun,A2,,,,,,,,,,,,,
교과목,a subject in school,,,,,gyogwamok,noun,B1,,,,,,,,,,,,,
교과서,textbook,,,,,gyogwaseo,noun,A2,,,,,,,,,,,,,
소문,rumor,,,,,somun,noun,B1,,,,,,,,,,,,,
충전기,charger,,,,,chungjeongi,noun,A2,,,,,,,,,,,,,
청구서,bill (invoice),,,,,cheongguseo,noun,B1,,,,,,,,,,,,,
계산원,cashier,,,,,gyesanwon,noun,B1,,,,,,,,,,,,,
계산기,calculator,,,,,gyesangi,noun,A2,,,,,,,,,,,,,
출장,business trip,,,,,chuljang,noun,B1,,,,,,,,,,,,,
밥솥,rice cooker,,,,,bapsot,noun,A2,,,,,,,,,,,,,
소설,novel,,,,,soseol,noun,A2,,,,,,,,,,,,,
백과사전,encyclopedia,,,,,baekgwasajeon,noun,B1,,,,,,,,,,,,,
전공,major (in university),,,,,jeongong,noun,A2,,,,,,,,,,,,,
가위,scissors,,,,,gawi,noun,A2,,,,,,,,,,,,,
팀,team,,,,,tim,noun,A1,,,,,,,,,,,,,
부모님,parents,,,,,bumonim,noun,A1,,,,,,,,,,,,,
피부,skin,,,,,pibu,noun,A2,,,,,,,,,,,,,
군대,army,,,,,gundae,noun,A2,,,,,,,,,,,,,
군인,soldier,,,,,gunin,noun,A2,,,,,,,,,,,,,
지도,map,,,,,jido,noun,A1,,,,,,,,,,,,,
공기,air,,,,,gonggi,noun,A2,,,,,,,,,,,,,
새벽,"dawn, early morning",,,,,saebyeok,noun,A2,,,,,,,,,,,,,
내부,"inside part, interior",,,,,naebu,noun,B1,,,,,,,,,,,,,
외부,"outside part, exterior",,,,,oebu,noun,B1,,,,,,,,,,,,,
책상,desk,,,,,chaeksang,noun,A1,,,,,,,,,,,,,
어깨,shoulder,,,,,eokkae,noun,A2,,,,,,,,,,,,,
백화점,department store,,,,,baekhwajeom,noun,A2,,,,,,,,,,,,,
대학생,university student,,,,,daehaksaeng,noun,A1,,,,,,,,,,,,,
중학교,middle school,,,,,junghakgyo,noun,A2,,,,,,,,,,,,,
가수,singer,,,,,gasu,noun,A1,,,,,,,,,,,,,
요청하다,"to ask, to request",,,,,yocheonghada,verb,B1,,,,,,,,,,,,,
궁금하다,"to wonder, to be curious",,,,,gunggeumhada,adj,A2,,,,,,,,,,,,,
안타깝다,"to be unfortunate, to be a shame",,,,,antakkapda,adj,B1,,,,,,,,,,,,,
젖다,to be wet,,,,,jeotda,adj,A2,,,,,,,,,,,,,
주로,"mainly, mostly",,,,,juro,adv,A2,,,,,,,,,,,,,
이쪽,"this direction, this way",,,,,ijjok,noun,A1,,,,,,,,,,,,,
그쪽,"that direction, that way",,,,,geujjok,noun,A1,,,,,,,,,,,,,
저쪽,that direction (over there),,,,,jeojjok,noun,A1,,,,,,,,,,,,,
한식,Korean food,,,,,hansik,noun,A2,,,,,,,,,,,,,
양식,Western food,,,,,yangsik,noun,A2,,,,,,,,,,,,,
키,height (of a person),,,,,ki,noun,A1,,,,,,,,,,,,,
별,star,,,,,byeol,noun,A1,,,,,,,,,,,,,
태도,attitude,,,,,taedo,noun,B1,,,,,,,,,,,,,
월급,"pay cheque, monthly salary",,,,,wolgeup,noun,B1,,,,,,,,,,,,,
도심,"downtown, city center",,,,,dosim,noun,B1,,,,,,,,,,,,,
시내,downtown,,,,,sinae,noun,A2,,,,,,,,,,,,,
추억,memory (a remembered experience),,,,,chueok,noun,B1,,,,,,,,,,,,,
후보자,candidate,,,,,huboja,noun,B2,,,,,,,,,,,,,
자세,"body position, posture",,,,,jase,noun,B1,,,,,,,,,,,,,
라면,instant noodles (ramen),,,,,ramyeon,noun,A1,,,,,,,,,,,,,
주년,anniversary (counting years),,,,,junyeon,noun,B1,,,,,,,,,,,,,
평소,"usual times, normally",,,,,pyeongso,noun,B1,,,,,,,,,,,,,
옛날,"the old days, a long time ago",,,,,yennal,noun,A2,,,,,,,,,,,,,
옛사랑,"old love, former love",,,,,yetsarang,noun,B1,,,,,,,,,,,,,
옛길,"old road, old path",,,,,yetgil,noun,B1,,,,,,,,,,,,,
옛,old ___ (prefix placed before a noun),,,,,yet,adj,B1,,,,,,,,,,,,,
걱정하다,to worry,,,,,geokjeonghada,verb,A2,,,,,,,,,,,,,
씻다,to wash,,,,,ssitda,verb,A1,,,,,,,,,,,,,
확인하다,"to confirm, to check",,,,,hwaginhada,verb,A2,,,,,,,,,,,,,
모으다,"to gather, to collect",,,,,mo-euda,verb,A2,,,,,,,,,,,,,
이야기하다,to talk (with someone),,,,,iyagihada,verb,A1,,,,,,,,,,,,,
수집하다,to collect (as a hobby),,,,,sujiphada,verb,B1,,,,,,,,,,,,,
추천하다,to recommend,,,,,chucheonhada,verb,A2,,,,,,,,,,,,,
좁다,"to be narrow, to be small (of a space)",,,,,jopda,adj,A2,,,,,,,,,,,,,
넓다,"to be wide, to be spacious",,,,,neolpda,adj,A2,,,,,,,,,,,,,
특별하다,to be special,,,,,teukbyeolhada,adj,A2,,,,,,,,,,,,,
게으르다,to be lazy,,,,,ge-eureuda,adj,B1,,,,,,,,,,,,,
편하다,to be comfortable,,,,,pyeonhada,adj,A2,,,,,,,,,,,,,
안락하다,"to be comfortable, to be cozy",,,,,allakhada,adj,B2,,,,,,,,,,,,,
더,more,,,,,deo,adv,A1,,,,,,,,,,,,,
덜,less,,,,,deol,adv,A2,,,,,,,,,,,,,
가장,"most, -est (superlative marker)",,,,,gajang,adv,A2,,,,,,,,,,,,,
제일,"most, -est (synonym of 가장)",,,,,je-il,adv,A2,,,,,,,,,,,,,
여러,"many, various",,,,,yeoreo,adj,A2,,,,,,,,,,,,,
닥쳐,shut up,,,,,dakchyeo,interjection,B1,,,,,,,,,,,,,
보다,than (comparison marker attached to a noun),,,,,boda,particle,A2,,,,,,,,,,,,,
딱딱하다,to be hard (firm),,,,,ttakttakhada,adj,A2,,,,,,,,,,,,,
똑똑하다,to be smart,,,,,ttokttokhada,adj,A2,,,,,,,,,,,,,
빨갛다,to be red,,,,,ppalgata,adj,A2,,,,,,,,,,,,,
노랗다,to be yellow,,,,,norata,adj,A2,,,,,,,,,,,,,
파랗다,to be blue,,,,,parata,adj,A2,,,,,,,,,,,,,
알다,to know,,,,,alda,verb,A1,,,,,,,,,,,,,
살다,to live,,,,,salda,verb,A1,,,,,,,,,,,,,
일어나다,"to get up, to stand up",,,,,ireonada,verb,A1,,,,,,,,,,,,,
춥다,to be cold,,,,,chupda,adj,A1,,,,,,,,,,,,,
비싸다,to be expensive,,,,,bissada,adj,A1,,,,,,,,,,,,,
잘생기다,to be handsome,,,,,jalsaenggida,verb,A2,,,,잘 + 생기다,,,,,,,,,
열심히,"diligently, hard",,,,,yeolsimhi,adv,A2,,,,,,,,,,,,,
낫다,to be better; (of illness) to get better,,,,,natda,adj,B1,,,,낫-,,,,,,,,,
중요하다,to be important,,,,,jung-yohada,adj,A2,,,,,,,,,,,,,
아름답다,to be beautiful,,,,,areumdapda,adj,A2,,,,,,,,,,,,,
못생기다,to be ugly,,,,,motsaenggida,adj,A2,,,,못 + 생기다,,,,,,,,,
교수,professor,,,,,gyosu,noun,A2,,,,,,,,,,,,,
주인,"master, owner, proprietor",,,,,juin,noun,A2,,,,,,,,,,,,,
잘못,"mistake, fault",,,,,jalmot,noun,B1,,,,,,,,,,,,,
기온,temperature,,,,,gion,noun,A2,,,,,,,,,,,,,
거울,mirror,,,,,geoul,noun,A1,,,,,,,,,,,,,
가루,powder,,,,,garu,noun,B1,,,,,,,,,,,,,
근육,muscle,,,,,geunyuk,noun,B1,,,,,,,,,,,,,
어둠,darkness,,,,,eodum,noun,B1,,,,,,,,,,,,,
기본,"basic, basics",,,,,gibon,noun,A2,,,,,,,,,,,,,
교통,traffic,,,,,gyotong,noun,A2,,,,,,,,,,,,,
잘,well,,,,,jal,adv,A1,,,,,,,,,,,,,
못,poorly; can't (because something prevents it),,,,,mot,adv,A2,,,,,,,,,,,,,
님,suffix adding respect to a person's title/position,,,,,nim,particle,A2,,,,,,,,,,,,,
또는,or,,,,,ttoneun,conjunction,A2,,,,,,,,,,,,,
세,"years old (counter, e.g. 18 세)",,,,,se,particle,A1,,,,,,,,,,,,,
꼭,"surely, definitely, must",,,,,kkok,adv,A2,,,,,,,,,,,,,
물론,of course,,,,,mullon,adv,A2,,,,,,,,,,,,,
그 동안,"during that time, meanwhile",,,,,geu dongan,adv,B1,,,,,,,,,,,,,
이상,"more than, over",,,,,isang,noun,A2,,,,,,,,,,,,,
잘하다,"to do well, to be good at",,,,,jalhada,verb,A2,,,,,,,,,,,,,
못하다,"to be unable to do, to be bad at",,,,,mothada,verb,A2,,,,,,,,,,,,,
수영하다,to swim,,,,,suyeonghada,verb,A1,,,,,,,,,,,,,
대우하다,to treat somebody,,,,,daeuhada,verb,B1,,,,,,,,,,,,,
퇴직하다,to retire,,,,,toejikhada,verb,B1,,,,,,,,,,,,,
접수하다,to receive (an application),,,,,jeopsuhada,verb,B1,,,,,,,,,,,,,
씹다,to chew,,,,,ssipda,verb,A2,,,,,,,,,,,,,
통역하다,to interpret (orally),,,,,tongyeokhada,verb,B1,,,,,,,,,,,,,
번역하다,to translate,,,,,beonyeokhada,verb,B1,,,,,,,,,,,,,
젓다,to stir,,,,,jeotda,verb,B1,,,,,,,,,,,,,
늘리다,"to gain, to improve, to increase (something)",,,,,neullida,verb,B1,,,,,,,,,,,,,
늘다,"to be gained, to be improved, to increase",,,,,neulda,verb,B1,,,,,,,,,,,,,
빠지다,to fall into,,,,,ppajida,verb,B1,,,,,,,,,,,,,
빠져나오다,"to escape, to come out of",,,,,ppajyeonaoda,verb,B1,,,,,,,,,,,,,
빠져나가다,"to escape, to go out of",,,,,ppajyeonagada,verb,B1,,,,,,,,,,,,,
헷갈리다,"to be confusing, to get mixed up",,,,,hetgallida,verb,B1,,,,,,,,,,,,,
동글다,"to be round, to be spherical",,,,,donggeulda,adj,B1,,,,,,,,,,,,,
어둡다,to be dark,,,,,eodupda,adj,A2,,,,,,,,,,,,,
소식,news,,,,,sosik,noun,A2,,,,,,,,,,,,,
엄마,mom,,,,,eomma,noun,A1,,,,,,,,,,,,,
아빠,dad,,,,,appa,noun,A1,,,,,,,,,,,,,
결혼식,wedding,,,,,gyeolhonsik,noun,A2,,,,,,,,,,,,,
우표,postage stamp,,,,,upyo,noun,A2,,,,,,,,,,,,,
신,god,,,,,sin,noun,B1,,,,,,,,,,,,,
만화,"comics, cartoons",,,,,manhwa,noun,A2,,,,,,,,,,,,,
만화책,comic book,,,,,manhwachaek,noun,A2,,,,,,,,,,,,,
예정,"schedule, plan",,,,,yejeong,noun,B1,,,,,,,,,,,,,
코딱지,booger; a tiny amount,,,,,kottakji,noun,B1,,,,,,,,,,,,,
논,rice paddy,,,,,non,noun,B1,,,,,,,,,,,,,
낮잠,nap,,,,,natjam,noun,A2,,,,,,,,,,,,,
의견,"opinion, feedback",,,,,uigyeon,noun,B1,,,,,,,,,,,,,
수입,income,,,,,suip,noun,B1,,,,,,,,,,,,,
축복하다,to bless,,,,,chukbokhada,verb,B1,,,,,,,,,,,,,
사라지다,to disappear,,,,,sarajida,verb,A2,,,,,,,,,,,,,
졸업하다,to graduate,,,,,joreophada,verb,A2,,,,,,,,,,,,,
입원하다,to check into a hospital,,,,,ibwonhada,verb,B1,,,,,,,,,,,,,
퇴원하다,to check out of a hospital,,,,,toewonhada,verb,B1,,,,,,,,,,,,,
이기다,to win,,,,,igida,verb,A2,,,,,,,,,,,,,
지다,to lose,,,,,jida,verb,A2,,,,,,,,,,,,,
후회하다,to regret,,,,,huhoehada,verb,B1,,,,,,,,,,,,,
타다,"to ride, to take (transport)",,,,,tada,verb,A1,,,,타,,,,,,,,,
누구,who,,,,,nugu,pronoun,A1,,,,,,,,,,,,,
왜,why,,,,,wae,adv,A1,,,,,,,,,,,,,
언제,when,,,,,eonje,adv,A1,,,,,,,,,,,,,
어디,where,,,,,eodi,adv,A1,,,,,,,,,,,,,
역시,"also, as expected",,,,,yeoksi,adv,B1,,,,,,,,,,,,,
미터,meter,,,,,miteo,noun,A2,,,,,,,,,,,,,
센티미터,centimeter,,,,,sentimiteo,noun,A2,,,,,,,,,,,,,
몇몇,some (only used with people),,,,,myeotmyeot,adv,B1,,,,,,,,,,,,,
나중에 또 봐요,see you later,,,,,najunge tto bwayo,interjection,A1,,,,,,,,,,,,,
벌써,already,,,,,beolsseo,adv,A2,,,,,,,,,,,,,
이미,already,,,,,imi,adv,A2,,,,,,,,,,,,,
특히,especially,,,,,teukhi,adv,A2,,,,,,,,,,,,,
점점,gradually,,,,,jeomjeom,adv,A2,,,,,,,,,,,,,
즐겁다,"to be pleasant, to be enjoyable",,,,,jeulgeopda,adj,A2,,,,,,,,,,,,,
부족하다,"to not be enough, to be lacking",,,,,bujokhada,adj,A2,,,,,,,,,,,,,
간단하다,to be simple,,,,,gandanhada,adj,A2,,,,,,,,,,,,,
계란,"egg, eggs",,,,,gyeran,noun,A2,,,,,,,,,,,,,
자리,"seat; space, spot",,,,,jari,noun,A2,,,,,,,,,,,,,
중요성,"importance, emphasis",,,,,jungyoseong,noun,B1,,,,,,,,,,,,,
벌금,"fine, penalty",,,,,beolgeum,noun,B1,,,,,,,,,,,,,
파일,file (computer file),,,,,pail,noun,A2,,,,,,,,,,,,,
로션,lotion,,,,,rosyeon,noun,A2,,,,,,,,,,,,,
습관,"habit, custom",,,,,seupgwan,noun,A2,,,,,,,,,,,,,
치마,skirt,,,,,chima,noun,A1,,,,,,,,,,,,,
단계,"step, phase, stage",,,,,dangye,noun,B1,,,,,,,,,,,,,
짓,some sort of negative act/action,,,,,jit,noun,B1,,,,,,,,,,,,,
차지하다,"to occupy, to take up (space)",,,,,chajihada,verb,B1,,,,차지,,,,,,,,,
수거하다,"to collect, to come and pick up",,,,,sugeohada,verb,B1,,,,수거,,,,,,,,,
첨부하다,to attach (a file),,,,,cheombuhada,verb,B1,,,,첨부,,,,,,,,,
찢다,"to tear, to rip",,,,,jjitda,verb,A2,,,,,,,,,,,,,
다녀오다,to go somewhere and then come back,,,,,danyeooda,verb,A2,,,,,,,,,,,,,
예상하다,"to expect, to predict",,,,,yesanghada,verb,B1,,,,예상,,,,,,,,,
올바르다,"to be correct, to be proper",,,,,olbareuda,adj,B1,,,,,,,,,,,,,
복잡하다,"to be complicated, to be complex",,,,,bokjaphada,adj,A2,,,,,,,,,,,,,
짧다,"to be short, to be brief",,,,,jjalda,adj,A1,,,,,,,,,,,,,
얼마나,"how (much), to what extent",,,,,eolmana,adv,A2,,,,,,,,,,,,,
뭐,what,,,,,mwo,pronoun,A1,,,,,,,,,,,,,
무엇,what,,,,,mueot,pronoun,A1,,,,,,,,,,,,,
무슨,what (kind of) — placed before a noun when the speaker cannot guess the answer at all,,,,,museun,adj,A1,,,,,,,,,,,,,
어떤,"which; what kind of; (also) some, a certain",,,,,eotteon,adj,A2,,,,,,,,,,,,,
어느,which; some (an ambiguous ___),,,,,eoneu,adj,A2,,,,,,,,,,,,,
어때,How is/was …? What do/did you think about …?,,,,,eottae,adj,A2,,,,어떻다,,,,,,,,,
대개,"usually, generally",,,,,daegae,adv,B1,,,,,,,,,,,,,
바깥,outside,,,,,bakkat,noun,A2,,,,,,,,,,,,,
쯤,"approximately, about",,,,,jjeum,particle,A2,,,,,,,,,,,,,
서로,"each other, reciprocally",,,,,seoro,adv,A2,,,,,,,,,,,,,
필독,must read (something that must be read),,,,,pildok,noun,B2,,,,,,,,,,,,,
며칠,how many days; what date,,,,,myeochil,noun,A2,,,,,,,,,,,,,
퍼센트,percent,,,,,peosenteu,noun,A2,,,,,,,,,,,,,
누가,who (as the acting subject),,,,,nuga,pronoun,A1,,,,누구 + 가,,,,,,,,,
어떻게,"how, in what way/by what method",,,,,eotteoke,adv,A1,,,,어떻다 + ~게,,,,,,,,,
언제든지,anytime,,,,,eonjedeunji,adv,B1,,,,언제 + ~든지,,,,,,,,,
얼마,"how much (price, amount)",,,,,eolma,noun,A1,,,,,,,,,,,,,
많이,"a lot, many, much",,,,,mani,adv,A1,,,,,,,,,,,,,
많다,"to be a lot, to be many/much",,,,,manta,adj,A1,,,,,,,,,,,,,
영화,"movie, film",,,,,yeonghwa,noun,A1,,,,,,,,,,,,,
대학교,university,,,,,daehakgyo,noun,A1,,,,,,,,,,,,,
쪽,"side, direction, way",,,,,jjok,noun,A2,,,,,,,,,,,,,
반장,class president,,,,,banjang,noun,A2,,,,,,,,,,,,,
초록색,(the color) green,,,,,chorokssaek,noun,A1,,,,,,,,,,,,,
연두색,(the color) light green,,,,,yeondussaek,noun,A2,,,,,,,,,,,,,
분홍색,(the color) pink,,,,,bunhongsaek,noun,A1,,,,,,,,,,,,,
갈색,(the color) brown,,,,,galssaek,noun,A1,,,,,,,,,,,,,
회색,(the color) gray,,,,,hoesaek,noun,A1,,,,,,,,,,,,,
보라색,(the color) purple,,,,,borassaek,noun,A1,,,,,,,,,,,,,
적색,(the color) red,,,,,jeokssaek,noun,B1,,,,,,,,,,,,,
색,color,,,,,saek,noun,A1,,,,,,,,,,,,,
셔츠,shirt,,,,,syeocheu,noun,A1,,,,,,,,,,,,,
눈,snow,,,,,nun,noun,A1,,,,,,,,,,,,,
눈보라,"blizzard, snow storm",,,,,nunbora,noun,B1,,,,,,,,,,,,,
뉴스,news,,,,,nyuseu,noun,A1,,,,,,,,,,,,,
작품,"a piece of work (art, writing)",,,,,jakpum,noun,B1,,,,,,,,,,,,,
날짜,date (calendar),,,,,naljja,noun,A2,,,,,,,,,,,,,
그릇,"bowl, dish",,,,,geureut,noun,A2,,,,,,,,,,,,,
등,one's back,,,,,deung,noun,A2,,,,,,,,,,,,,
손등,back of the hand,,,,,sondeung,noun,B1,,,,,,,,,,,,,
손톱,fingernail,,,,,sontop,noun,A2,,,,,,,,,,,,,
독자,reader(s),,,,,dokja,noun,B1,,,,,,,,,,,,,
부부,(married) couple,,,,,bubu,noun,A2,,,,,,,,,,,,,
드러나다,"to be revealed, to be shown",,,,,deureonada,verb,B1,,,,,,,,,,,,,
드러내다,"to reveal, to show",,,,,deureonaeda,verb,B1,,,,,,,,,,,,,
변경하다,"to change, to alter",,,,,byeongyeonghada,verb,B1,,,,,,,,,,,,,
들르다,"to stop by, to drop in",,,,,deulleuda,verb,A2,,,,,,,,,,,,,
내려오다,to come down,,,,,naeryeooda,verb,A1,,,,,,,,,,,,,
내려가다,to go down,,,,,naeryeogada,verb,A1,,,,,,,,,,,,,
발표하다,"to announce, to present",,,,,balpyohada,verb,A2,,,,,,,,,,,,,
푸르다,"to be sea blue, to be blue-green",,,,,pureuda,adj,B1,,,,,,,,,,,,,
하얗다,to be white,,,,,hayata,adj,A1,,,,,,,,,,,,,
까맣다,to be black,,,,,kkamata,adj,A1,,,,,,,,,,,,,
섬세하다,"to be delicate, to be fine/detailed",,,,,seomsehada,adj,B1,,,,,,,,,,,,,
이렇다,to be like this,,,,,ireota,adj,A2,,,,,,,,,,,,,
그렇다,to be like that,,,,,geureota,adj,A2,,,,,,,,,,,,,
저렇다,to be like that (over there),,,,,jeoreota,adj,A2,,,,,,,,,,,,,
대부분,"most, mostly, for the most part",,,,,daebubun,adv,A2,,,,,,,,,,,,,
송이,counter for a bunch of bananas or a single flower,,,,,songi,noun,B1,,,,,,,,,,,,,
종류,"kind, type; counter for types of things",,,,,jongnyu,noun,A2,,,,,,,,,,,,,
가지,"kind, sort; counter for types of things",,,,,gaji,noun,A2,,,,,,,,,,,,,
전,before (a point in time),,,,,jeon,noun,A2,,,,,,,,,,,,,
후,after; later/from now,,,,,hu,noun,A2,,,,,,,,,,,,,
직전,"just before, right before",,,,,jikjeon,noun,B1,,,,,,,,,,,,,
직후,"right after, immediately after",,,,,jikhu,noun,B1,,,,,,,,,,,,,
이래로,since,,,,,iraero,adv,C1,,,,,,,,,,,,,
이내,within (a period of time),,,,,inae,noun,B1,,,,,,,,,,,,,
모든,"every, all",,,,,modeun,adj,A2,,,,no dictionary form (모드다 does not exist),,,,,,,,,
모든 것,everything,,,,,modeun geot,noun,A2,,,,,,,,,,,,,
다,"all, entirely (an action done to completion)",,,,,da,adv,A1,,,,,,,,,,,,,
모두,"all; everybody, everything",,,,,modu,adv,A2,,,,,,,,,,,,,
어디나,everywhere,,,,,eodina,pronoun,A2,,,,,,,,,,,,,
언제나,"every time, always",,,,,eonjena,adv,A2,,,,,,,,,,,,,
누구나,"everyone, everybody",,,,,nuguna,pronoun,A2,,,,,,,,,,,,,
뭔가,something,,,,,mwonga,pronoun,A2,,,,,,,,,,,,,
어딘가,somewhere,,,,,eodinga,pronoun,A2,,,,,,,,,,,,,
언젠가,"sometime, some day",,,,,eonjenga,adv,A2,,,,,,,,,,,,,
누군가,"somebody, someone",,,,,nugunga,pronoun,A2,,,,,,,,,,,,,
아무,"any, anybody (used with ~나 for 'any' and ~도 for 'none')",,,,,amu,pronoun,A2,,,,,,,,,,,,,
아무나,"anybody, anyone (at all)",,,,,amuna,pronoun,A2,,,,,,,,,,,,,
아무도,"nobody, no one (with a negative verb)",,,,,amudo,pronoun,A2,,,,,,,,,,,,,
아무 거나,anything (at all),,,,,amu geona,pronoun,A2,,,,,,,,,,,,,
아무 데나,anywhere (to any place),,,,,amu dena,pronoun,A2,,,,,,,,,,,,,
아무 때나,anytime,,,,,amu ttaena,adv,A2,,,,,,,,,,,,,
아무 것도,"nothing, not anything (with a negative verb)",,,,,amu geotdo,pronoun,A2,,,,,,,,,,,,,
아무 데도,"nowhere, not anywhere (with a negative verb)",,,,,amu dedo,pronoun,A2,,,,,,,,,,,,,
마다,"each, every",,,,,mada,particle,A2,,,,,,,,,,,,,
데,place,,,,,de,noun,A2,,,,,,,,,,,,,
젓가락,chopsticks,,,,,jeotgarak,noun,A1,,,,,,,,,,,,,
혀,tongue,,,,,hyeo,noun,A2,,,,,,,,,,,,,
지갑,"wallet, purse",,,,,jigap,noun,A1,,,,,,,,,,,,,
기숙사,"dorm, dormitory",,,,,gisuksa,noun,A2,,,,,,,,,,,,,
주소,address,,,,,juso,noun,A1,,,,,,,,,,,,,
메뉴,menu,,,,,menyu,noun,A1,,,,,,,,,,,,,
아시아,Asia,,,,,asia,noun,A1,,,,,,,,,,,,,
동남아시아,South East Asia,,,,,dongnam-asia,noun,A2,,,,,,,,,,,,,
눈물,tears,,,,,nunmul,noun,A2,,,,,,,,,,,,,
회의,"meeting, conference",,,,,hoeui,noun,A2,,,,,,,,,,,,,
고향,hometown,,,,,gohyang,noun,A2,,,,,,,,,,,,,
휴일,"holiday, day off",,,,,hyuil,noun,A2,,,,,,,,,,,,,
아기,baby,,,,,agi,noun,A1,,,,,,,,,,,,,
산책하다,to go for a walk,,,,,sanchaekhada,verb,A2,,,,,,,,,,,,,
사귀다,"to go out with, to date",,,,,sagwida,verb,A2,,,,,,,,,,,,,
무관심하다,to be indifferent,,,,,mugwansimhada,adj,B1,,,,,,,,,,,,,
심하다,"to be severe, to be extreme",,,,,simhada,adj,A2,,,,,,,,,,,,,
